041 4.9166e-12 0.0104324 0
041 1.0 0.780634 1
041 3.87065e-16 0.0273348 0
041 2.23363e-15 0.0104117 0
041 1.50956e-21 0.0121067 0
041 4.21977e-16 0.0113381 0
041 1.71334e-20 0.019254 0
041 2.82563e-21 0.0208549 0
044 9.77949e-11 0.0108463 0
044 1.0 0.699744 1
044 3.96502e-15 0.0145852 0
044 5.17015e-18 0.0116585 0
044 1.32597e-15 0.108896 0
044 5.16781e-22 0.0137733 0
044 1.02007e-18 0.0123635 0
044 1.74819e-21 0.0120102 0
045 1.93682e-09 0.028567 0
045 1.0 0.837771 1
045 4.37993e-13 0.0258182 0
045 1.27366e-18 0.0137688 0
045 1.69642e-15 0.0128411 0
045 4.82334e-25 0.0188308 0
045 3.99948e-17 0.0107016 0
045 7.91491e-22 0.0156084 0
047 8.08683e-15 0.184608 0
047 0.999806 0.717495 1
047 3.69594e-10 0.0105175 0
047 2.76973e-15 0.176101 0
047 6.96362e-16 0.0102874 0
047 1.38748e-15 0.0122331 0
047 1.10043e-12 0.0114279 0
047 8.23191e-20 0.00996987 0
048 0.999636 0.0546989 0
048 1.0 0.746166 1
048 8.11308e-17 0.0199451 0
048 3.84519e-17 0.0285933 0
048 1.7061e-22 0.0104425 0
048 1.75335e-18 0.00974283 0
048 2.43314e-18 0.0129052 0
048 2.56857e-20 0.0159233 0
049 5.69252e-10 0.0166531 0
049 1.0 0.558006 1
049 2.04758e-08 0.0296072 0
049 3.81435e-20 0.0274364 0
049 9.46812e-20 0.010899 0
049 3.8967e-22 0.0127795 0
049 1.25848e-21 0.0387266 0
049 1.61851e-23 0.0127399 0
050 1.68926e-20 0.161555 0
050 0.999998 0.745328 1
050 1.98399e-12 0.0111165 0
050 3.00931e-18 0.0405501 0
050 1.13075e-16 0.0097965 0
050 2.35618e-22 0.0119006 0
050 2.71068e-21 0.0104407 0
050 4.01761e-22 0.0110139 0
051 5.8066e-15 0.0105457 0
051 1.0 0.813452 1
051 1.52663e-17 0.0121641 0
051 5.69116e-13 0.0125646 0
051 1.22201e-20 0.0493702 0
051 1.40708e-14 0.0123456 0
051 5.03345e-21 0.0645068 0
051 1.21449e-21 0.0156548 0
053 3.86696e-10 0.0974662 0
053 1.0 0.760586 1
053 1.20873e-16 0.0123882 0
053 2.48702e-16 0.0125943 0
053 4.04332e-17 0.0100246 0
053 4.50463e-11 0.0839682 0
053 5.40383e-20 0.0291478 0
053 1.02645e-15 0.0117523 0
054 5.30418e-15 0.0138161 0
054 1.0 0.743611 1
054 2.30322e-18 0.0808469 0
054 4.68734e-14 0.012149 0
054 6.24054e-20 0.0246009 0
054 4.36038e-18 0.0101468 0
054 3.72351e-17 0.0304051 0
054 3.49229e-20 0.0120042 0
